業務	BUC	先	アクティビティ	次	UC	関連モデル1	関連オブジェクト1	関連モデル2	関連オブジェクト2	説明	立場
予約取置業務	予約受付フロー	""	検索結果から品目を選び会員番号を入力して予約する	""	予約を登録する	情報	予約	""	""	検索結果から選んだ所蔵品目に対して、貸出中・在庫中を問わず貸出予約を登録する。会員番号の有効性を検証し未登録会員はエラーとする。登録により予約状態は未準備となり、同一品目の予約は受付順（待ち順番）で管理される	""
予約取置業務	予約受付フロー	""	検索結果から品目を選び会員番号を入力して予約する	""	予約を登録する	情報	会員	""	""	""	""
予約取置業務	予約受付フロー	""	検索結果から品目を選び会員番号を入力して予約する	""	予約を登録する	情報	所蔵品目	""	""	""	""
予約取置業務	予約受付フロー	""	検索結果から品目を選び会員番号を入力して予約する	""	予約を登録する	条件	会員の有効性検証	""	""	""	""
予約取置業務	予約受付フロー	""	検索結果から品目を選び会員番号を入力して予約する	""	予約を登録する	条件	予約受付の条件（在庫有無を問わない）	""	""	""	""
予約取置業務	予約受付フロー	""	検索結果から品目を選び会員番号を入力して予約する	""	予約を登録する	画面	予約申込画面	アクター	会員	""	""
予約取置業務	予約受付フロー	""	カウンターで会員の予約を代行受付し予約点数制限を確認する	""	予約可否を判定する	情報	予約	""	""	司書が会員のカウンター代行として予約を受け付ける際、予約点数制限（ひとり15点まで、うち視聴覚資料5点まで）を判定する（as-isでは判定実装はあるが画面フローから未接続）	""
予約取置業務	予約受付フロー	""	カウンターで会員の予約を代行受付し予約点数制限を確認する	""	予約可否を判定する	情報	会員	""	""	""	""
予約取置業務	予約受付フロー	""	カウンターで会員の予約を代行受付し予約点数制限を確認する	""	予約可否を判定する	情報	所蔵品目	""	""	""	""
予約取置業務	予約受付フロー	""	カウンターで会員の予約を代行受付し予約点数制限を確認する	""	予約可否を判定する	条件	予約点数制限	""	""	""	""
予約取置業務	予約受付フロー	""	カウンターで会員の予約を代行受付し予約点数制限を確認する	""	予約可否を判定する	画面	予約代行受付画面	アクター	司書	""	""
予約取置業務	取置準備フロー	""	未準備の予約一覧を取置可否表示つきで確認する	""	未準備の予約を一覧する	情報	予約	""	""	予約の管理画面で未準備の予約を、待ち順番と在庫数に基づく取置可否の表示つきで一覧する	""
予約取置業務	取置準備フロー	""	未準備の予約一覧を取置可否表示つきで確認する	""	未準備の予約を一覧する	情報	所蔵品目	""	""	""	""
予約取置業務	取置準備フロー	""	未準備の予約一覧を取置可否表示つきで確認する	""	未準備の予約を一覧する	情報	所蔵品	""	""	""	""
予約取置業務	取置準備フロー	""	未準備の予約一覧を取置可否表示つきで確認する	""	未準備の予約を一覧する	条件	取置可否（待ち順番×在庫数）	""	""	""	""
予約取置業務	取置準備フロー	""	未準備の予約一覧を取置可否表示つきで確認する	""	未準備の予約を一覧する	画面	予約管理画面	アクター	司書	""	""
予約取置業務	取置準備フロー	""	書架から予約された資料を確保する	""	""	""	""	アクター	司書	人手作業。取置可能な予約について書架から資料の現物を確保する（システム利用なし）	""
予約取置業務	取置準備フロー	""	予約を選び所蔵品番号を入力して取置を登録する	""	取置を登録する	情報	取置	""	""	確保した所蔵品の取置を登録する。所蔵品の登録有無・予約資料との品目一致・在庫状態を検証し違反はエラー提示する。登録により所蔵品状態は在庫中から取置中、予約状態は未準備から消込済、取置状態は準備完了となり、予約記録（会員と予約の紐付け）を消去する（個人情報保護）	""
予約取置業務	取置準備フロー	""	予約を選び所蔵品番号を入力して取置を登録する	""	取置を登録する	情報	予約	""	""	""	""
予約取置業務	取置準備フロー	""	予約を選び所蔵品番号を入力して取置を登録する	""	取置を登録する	情報	所蔵品	""	""	""	""
予約取置業務	取置準備フロー	""	予約を選び所蔵品番号を入力して取置を登録する	""	取置を登録する	情報	会員	""	""	""	""
予約取置業務	取置準備フロー	""	予約を選び所蔵品番号を入力して取置を登録する	""	取置を登録する	条件	取置登録の検証（3段階）	""	""	""	""
予約取置業務	取置準備フロー	""	予約を選び所蔵品番号を入力して取置を登録する	""	取置を登録する	条件	取置期限（取置日+7日）	""	""	""	""
予約取置業務	取置準備フロー	""	予約を選び所蔵品番号を入力して取置を登録する	""	取置を登録する	条件	予約記録の消去（個人情報保護）	""	""	""	""
予約取置業務	取置準備フロー	""	予約を選び所蔵品番号を入力して取置を登録する	""	取置を登録する	画面	取置登録画面	アクター	司書	""	""
予約取置業務	取置準備フロー	""	会員に「準備できました」と取置期限を連絡する	""	準備完了を通知する	情報	通知	""	""	取置準備完了時に「予約いただいた本が準備できました」と取置期限を会員に連絡する（連絡手段は窓口・電話・電子メール・はがき等。as-is実装はログ出力のスタブ）	""
予約取置業務	取置準備フロー	""	会員に「準備できました」と取置期限を連絡する	""	準備完了を通知する	情報	会員	""	""	""	""
予約取置業務	取置準備フロー	""	会員に「準備できました」と取置期限を連絡する	""	準備完了を通知する	情報	取置	""	""	""	""
予約取置業務	取置準備フロー	""	会員に「準備できました」と取置期限を連絡する	""	準備完了を通知する	条件	予約・取置の連絡ルール	""	""	""	""
予約取置業務	取置準備フロー	""	会員に「準備できました」と取置期限を連絡する	""	準備完了を通知する	画面	会員連絡画面	アクター	司書	""	""
予約取置業務	取置準備フロー	""	会員に「準備できました」と取置期限を連絡する	""	準備完了を通知する	イベント	準備完了連絡依頼	外部システム	通知サービス（電子メール・電話・はがき等）	""	""
予約取置業務	取置準備フロー	""	準備完了の連絡を受け取る	""	""	""	""	アクター	会員	人手作業。会員が取置準備完了と取置期限の連絡を受け取り、受け取りに行く準備をする（システム利用なし）	""
予約取置業務	予約取消フロー	""	未準備の予約一覧から用意できない予約を取り消す	""	予約を取り消す	情報	予約	""	""	予約の管理画面で用意できない予約をキャンセルし、予約状態を未準備から消込済に遷移させる（取消は予約取消として記録）	""
予約取置業務	予約取消フロー	""	未準備の予約一覧から用意できない予約を取り消す	""	予約を取り消す	条件	予約・取置の連絡ルール	""	""	""	""
予約取置業務	予約取消フロー	""	未準備の予約一覧から用意できない予約を取り消す	""	予約を取り消す	画面	予約管理画面	アクター	司書	""	""
予約取置業務	予約取消フロー	""	会員に「在庫がありませんでした」と連絡する	""	在庫なしを通知する	情報	通知	""	""	予約取消時に「在庫がありませんでした」を会員に連絡する（連絡手段は窓口・電話・電子メール・はがき等。as-is実装はログ出力のスタブ）	""
予約取置業務	予約取消フロー	""	会員に「在庫がありませんでした」と連絡する	""	在庫なしを通知する	情報	会員	""	""	""	""
予約取置業務	予約取消フロー	""	会員に「在庫がありませんでした」と連絡する	""	在庫なしを通知する	情報	予約	""	""	""	""
予約取置業務	予約取消フロー	""	会員に「在庫がありませんでした」と連絡する	""	在庫なしを通知する	条件	予約・取置の連絡ルール	""	""	""	""
予約取置業務	予約取消フロー	""	会員に「在庫がありませんでした」と連絡する	""	在庫なしを通知する	画面	会員連絡画面	アクター	司書	""	""
予約取置業務	予約取消フロー	""	会員に「在庫がありませんでした」と連絡する	""	在庫なしを通知する	イベント	在庫なし連絡依頼	外部システム	通知サービス（電子メール・電話・はがき等）	""	""
予約取置業務	予約取消フロー	""	在庫なしの連絡を受け取る	""	""	""	""	アクター	会員	人手作業。会員が在庫なしの連絡を受け取る（システム利用なし）	""
予約取置業務	取置受け渡しフロー	""	取置期限内に資料を受け取りに来る	""	""	""	""	アクター	会員	人手作業。会員が取置期限内にカウンターへ資料を受け取りに来る（システム利用なし）	""
予約取置業務	取置受け渡しフロー	""	取置中の一覧で会員の取置を確認する	""	取置中を一覧する	情報	取置	""	""	取置の管理画面で取置中の資料を取置期限つきで一覧し、受け取りに来た会員の取置を確認する	""
予約取置業務	取置受け渡しフロー	""	取置中の一覧で会員の取置を確認する	""	取置中を一覧する	情報	所蔵品	""	""	""	""
予約取置業務	取置受け渡しフロー	""	取置中の一覧で会員の取置を確認する	""	取置中を一覧する	情報	会員	""	""	""	""
予約取置業務	取置受け渡しフロー	""	取置中の一覧で会員の取置を確認する	""	取置中を一覧する	条件	取置期限（取置日+7日）	""	""	""	""
予約取置業務	取置受け渡しフロー	""	取置中の一覧で会員の取置を確認する	""	取置中を一覧する	画面	取置管理画面	アクター	司書	""	""
予約取置業務	取置受け渡しフロー	""	取置資料を貸出登録して会員に渡す	""	取置を貸し出す	情報	取置	""	""	取置中の資料を会員へ貸出登録して渡す。所蔵品状態は取置中から貸出中、取置状態は準備完了から解放に遷移し、受け渡しに伴い予約記録は消し込まれる（個人情報保護）	""
予約取置業務	取置受け渡しフロー	""	取置資料を貸出登録して会員に渡す	""	取置を貸し出す	情報	貸出	""	""	""	""
予約取置業務	取置受け渡しフロー	""	取置資料を貸出登録して会員に渡す	""	取置を貸し出す	情報	所蔵品	""	""	""	""
予約取置業務	取置受け渡しフロー	""	取置資料を貸出登録して会員に渡す	""	取置を貸し出す	情報	会員	""	""	""	""
予約取置業務	取置受け渡しフロー	""	取置資料を貸出登録して会員に渡す	""	取置を貸し出す	情報	予約	""	""	""	""
予約取置業務	取置受け渡しフロー	""	取置資料を貸出登録して会員に渡す	""	取置を貸し出す	条件	貸出期限（最大貸出日数15日）	""	""	""	""
予約取置業務	取置受け渡しフロー	""	取置資料を貸出登録して会員に渡す	""	取置を貸し出す	条件	予約記録の消去（個人情報保護）	""	""	""	""
予約取置業務	取置受け渡しフロー	""	取置資料を貸出登録して会員に渡す	""	取置を貸し出す	画面	取置受け渡し画面	アクター	司書	""	""
予約取置業務	取置期限切れ処理フロー	""	取置中の一覧で期限切れの取置を確認する	""	取置中を一覧する	情報	取置	""	""	取置の管理画面で取置中の資料を一覧し、取置期限（取置日から7日）を過ぎた取置の強調表示を確認する	""
予約取置業務	取置期限切れ処理フロー	""	取置中の一覧で期限切れの取置を確認する	""	取置中を一覧する	情報	所蔵品	""	""	""	""
予約取置業務	取置期限切れ処理フロー	""	取置中の一覧で期限切れの取置を確認する	""	取置中を一覧する	条件	取置期限（取置日+7日）	""	""	""	""
予約取置業務	取置期限切れ処理フロー	""	取置中の一覧で期限切れの取置を確認する	""	取置中を一覧する	画面	取置管理画面	アクター	司書	""	""
予約取置業務	取置期限切れ処理フロー	""	期限切れ処理を実行し予約を無効にする	""	取置を期限切れにする	情報	取置	""	""	取置期限を過ぎた取置の期限切れ処理を実行し、取置状態を準備完了から期限切れへ遷移させて予約を無効（解放・消込）にし、所蔵品状態を取置中から在庫中に戻す	""
予約取置業務	取置期限切れ処理フロー	""	期限切れ処理を実行し予約を無効にする	""	取置を期限切れにする	情報	予約	""	""	""	""
予約取置業務	取置期限切れ処理フロー	""	期限切れ処理を実行し予約を無効にする	""	取置を期限切れにする	情報	所蔵品	""	""	""	""
予約取置業務	取置期限切れ処理フロー	""	期限切れ処理を実行し予約を無効にする	""	取置を期限切れにする	条件	取置期限（取置日+7日）	""	""	""	""
予約取置業務	取置期限切れ処理フロー	""	期限切れ処理を実行し予約を無効にする	""	取置を期限切れにする	画面	取置管理画面	アクター	司書	""	""
予約取置業務	取置期限切れ処理フロー	""	資料を書架に戻すか次の予約者の取置準備に回す	""	""	""	""	アクター	司書	人手作業。解放された資料を書架に戻す、または次の予約者の取置準備フローに回す（システム利用なし）	""
予約取置業務	取置期限切れ処理フロー	""	解放された資料を次の予約者・利用者として利用できるようになる	""	""	""	""	アクター	会員	期限切れ処理によって在庫に戻った資料を、次の待ち順番の予約者やほかの会員が予約・貸出で利用できるようになる（システム利用なし）	""
延滞管理業務	督促フロー	""	毎月末日に遅滞者を把握する	""	貸出期限切れを確認する	情報	貸出	""	""	図書館館長が毎月末日に遅滞者を把握するため、貸出の期限切れを確認する（as-is実装は所蔵品単位の期限切れチェックAPIのみで遅滞者一覧機能は未実装。判定ロジックもスタブの未完成実装）	""
延滞管理業務	督促フロー	""	毎月末日に遅滞者を把握する	""	貸出期限切れを確認する	情報	所蔵品	""	""	""	""
延滞管理業務	督促フロー	""	毎月末日に遅滞者を把握する	""	貸出期限切れを確認する	情報	会員	""	""	""	""
延滞管理業務	督促フロー	""	毎月末日に遅滞者を把握する	""	貸出期限切れを確認する	条件	督促の条件	""	""	""	""
延滞管理業務	督促フロー	""	毎月末日に遅滞者を把握する	""	貸出期限切れを確認する	条件	貸出期限（最大貸出日数15日）	""	""	""	""
延滞管理業務	督促フロー	""	毎月末日に遅滞者を把握する	""	貸出期限切れを確認する	画面	延滞状況確認画面	アクター	図書館館長	""	""
延滞管理業務	督促フロー	""	毎月末日に遅滞者を把握する	""	貸出期限切れを確認する	イベント	月末定期チェック起動	外部システム	外部スケジューラ	""	""
延滞管理業務	督促フロー	""	予約が入っている資料を返却期日超過時点で速やかに電話督促する	""	""	""	""	アクター	司書	人手作業。予約が入っている資料は返却期日超過時点で速やかに電話で督促する（督促対象の抽出機能はシステム未実装）	""
延滞管理業務	督促フロー	""	返却期日から60日以上経過する遅滞者に督促を通知する	""	督促を通知する	情報	督促	""	""	返却期日から60日以上経過する遅滞者へ窓口・電話・電子メール・はがきで督促する。通知内容は図書館カード番号・資料番号・返却期限日のみに限定し、書名・著者名は本人が希望しない限り通知しない（個人情報保護。as-isでは未実装のUC候補）	""
延滞管理業務	督促フロー	""	返却期日から60日以上経過する遅滞者に督促を通知する	""	督促を通知する	情報	会員	""	""	""	""
延滞管理業務	督促フロー	""	返却期日から60日以上経過する遅滞者に督促を通知する	""	督促を通知する	情報	貸出	""	""	""	""
延滞管理業務	督促フロー	""	返却期日から60日以上経過する遅滞者に督促を通知する	""	督促を通知する	条件	督促の条件	""	""	""	""
延滞管理業務	督促フロー	""	返却期日から60日以上経過する遅滞者に督促を通知する	""	督促を通知する	条件	督促通知内容の限定	""	""	""	""
延滞管理業務	督促フロー	""	返却期日から60日以上経過する遅滞者に督促を通知する	""	督促を通知する	画面	督促連絡画面	アクター	司書	""	""
延滞管理業務	督促フロー	""	返却期日から60日以上経過する遅滞者に督促を通知する	""	督促を通知する	イベント	督促連絡依頼	外部システム	通知サービス（電子メール・電話・はがき等）	""	""
延滞管理業務	督促フロー	""	2か月以上の延滞者の図書館カード利用を1ヶ月間停止する	""	利用停止を登録する	情報	会員	""	""	2か月以上の延滞者について図書館カードの利用を1ヶ月間停止する（as-isは貸出可否判定に貸出停止区分がある部分実装で、停止期間の管理は未実装）	""
延滞管理業務	督促フロー	""	2か月以上の延滞者の図書館カード利用を1ヶ月間停止する	""	利用停止を登録する	情報	貸出	""	""	""	""
延滞管理業務	督促フロー	""	2か月以上の延滞者の図書館カード利用を1ヶ月間停止する	""	利用停止を登録する	条件	遅延による貸出制限	""	""	""	""
延滞管理業務	督促フロー	""	2か月以上の延滞者の図書館カード利用を1ヶ月間停止する	""	利用停止を登録する	画面	利用停止登録画面	アクター	司書	""	""
会員管理業務	会員登録フロー	""	図書館カードの作成を申し込む	""	""	""	""	アクター	一般利用者	人手作業。はじめて借りる市内在住・在学の一般利用者が図書館カードの作成を申し込む（システム利用なし）	""
会員管理業務	会員登録フロー	""	資格を確認し図書館カードを発行して会員を登録する	""	会員を登録する	情報	会員	""	""	市内在住または市内の学校に在席する資格を確認し、図書館カード（有効期限3年）を発行して会員を登録する。会員状態を未登録から有効に遷移させる（as-isでは未実装のUC候補。会員データの参照のみ実装）	""
会員管理業務	会員登録フロー	""	資格を確認し図書館カードを発行して会員を登録する	""	会員を登録する	画面	会員登録画面	アクター	司書	""	""
蔵書管理業務	蔵書登録フロー	""	資料を選定し注文する	""	資料を注文する	情報	所蔵品目	""	""	司書が蔵書として受け入れる資料を選定し注文する（as-isでは未実装のUC候補）	""
蔵書管理業務	蔵書登録フロー	""	資料を選定し注文する	""	資料を注文する	画面	資料発注画面	アクター	司書	""	""
蔵書管理業務	蔵書登録フロー	""	受け入れた資料を蔵書として登録する	""	蔵書を登録する	情報	所蔵品目	""	""	受け入れた資料を蔵書（所蔵品目・所蔵品）として登録し、所蔵品状態を未登録から在庫中に遷移させる（as-isでは未実装のUC候補。所蔵品目・所蔵品のデータ定義のみ存在）	""
蔵書管理業務	蔵書登録フロー	""	受け入れた資料を蔵書として登録する	""	蔵書を登録する	情報	所蔵品	""	""	""	""
蔵書管理業務	蔵書登録フロー	""	受け入れた資料を蔵書として登録する	""	蔵書を登録する	画面	蔵書登録画面	アクター	司書	""	""
蔵書管理業務	蔵書登録フロー	""	拡充された蔵書を検索・貸出で利用する	""	""	""	""	アクター	会員	蔵書登録によって拡充された資料を、会員が検索・予約・貸出で利用できるようになる（システム利用なし）	""
